&BOXOKMC18
&VERSION                     2020_06_07

&UDEFSECTION
&BATCHNUM  3
&ENDUDEFSECTION


&TIME           (in s)      0.0000000E+00
&ISTEP                      0
&TSTEP           (in s)      0.0000000E+00
&IPATCH                     1
&ITIMESECTION               1
 
&LATT     lattice length(in A):      3.1652000E+00
&BOXLOW                (in LU):    -1.00000000E+02  -1.00000000E+02  -1.00000000E+02
&BOXSIZE               (in LU):    2.00000000E+02   2.00000000E+02   2.00000000E+02
&NGRAIN        0
!                Seed ID          x(LU)          y(LU)          z(LU)
&BOXSEINDEX                IBox      SEUsedIndexFrom        SEUsedIndexTo      SEExpdIndexFrom        SEExpdIndexTo   SEVirtualIndexFrom     SEVirtualIndexTo
                  322               1               0               0               1              29               0   1.72902376E+00  -2.25569695E+00  -2.70161822E+00               0               0               0               1
                  323               1               0               0               1               1               0   5.71215721E+00  -6.20490269E+00  -7.35546885E-01               0               0               1               0
                  323               1               0               0               1               2               0   1.14024896E+01  -4.94243460E+00  -1.24451220E-02               0               0               2               0
                  323               1               0               0               1               3               0   1.31450051E+01  -2.22489416E+00  -7.34559807E-01               0               0               2               0
                  323               1               0               0               1               4               0   1.71196070E+01  -1.74440035E+00  -1.21762795E+00               0               0               1               0
                  323               1               0               0               1               5               0   2.40797485E-01  -7.66607608E+00   1.76721724E+00               0               0               1               0
                  323               1               0               0               1               6               0  -3.71585350E-01  -4.34051529E+00   2.35242070E+00               0               0               4               0
                  323               1               0               0               1               7               0   1.06604448E+01   9.66771199E+00   4.24771010E+00               0               0               1               0
                  323               1               0               0               1               8               0   1.11554720E+01  -2.71005055E+00   5.69191963E+00               0               0               1               0
                  323               1               0               0               1               9               0   2.22653102E+00   4.22300834E+00   6.69556489E+00               0               0               1               0
                  323               1               0               0               1              10               0   9.67138254E+00   8.68112979E+00   7.19981802E+00               0               0               1               0
                  323               1               0               0               1              11               0   2.73782763E+00  -9.17804183E+00   8.15822634E+00               0               0               1               0
                  323               1               0               0               1              12               0   8.15911917E+00  -1.74955895E+00   7.67510363E+00               0               0               1               0
                  323               1               0               0               1              13               0   1.11619203E+01  -1.61161601E+01   9.67252338E+00               0               0               2               0
                  323               1               0               0               1              14               0   5.71503412E+00  -1.01852584E+01   9.16960950E+00               0               0               1               0
                  323               1               0               0               1              15               0   1.91086440E+01  -1.36474725E+01   1.56444458E+01               0               0               1               0
                  323               1               0               0               1              16               0   7.54018640E-01  -4.19414002E+00  -7.32560849E-01               0               0               0               1
                  323               1               0               0               1              17               0   2.74179578E+00  -3.22263680E+00  -7.52213130E-01               0               0               0               1
                  323               1               0               0               1              18               0   1.26336093E+01  -2.21819790E+00   1.25234930E+00               0               0               0               1
                  323               1               0               0               1              19               0   7.26787186E-01  -2.53773348E-01   2.24746304E-01               0               0               0               1
                  323               1               0               0               1              20               0   7.69603564E+00  -2.45559270E-01   2.62304878E-01               0               0               0               1
                  323               1               0               0               1              21               0   8.68093138E+00   3.73135410E+00   1.22159611E+00               0               0               0               1
                  323               1               0               0               1              22               0   4.23798812E+00  -7.40050739E-01   2.72175660E+00               0               0               0               1
                  323               1               0               0               1              23               0   6.67780741E+00   2.72086377E+00   2.24518135E+00               0               0               0               1
                  323               1               0               0               1              24               0   1.16326425E+01   4.72468217E+00   2.25063756E+00               0               0               0               1
                  323               1               0               0               1              25               0   1.16762922E+01  -1.01644256E+01   4.22152028E+00               0               0               0               1
                  323               1               0               0               1              26               0   9.43874953E+00  -5.94607987E+00   3.48279888E+00               0               0               0               2
                  323               1               0               0               1              27               0   7.67262353E+00   3.71200935E+00   4.21665929E+00               0               0               0               1
                  323               1               0               0               1              28               0   7.18047327E+00   2.22335650E+00   4.72497978E+00               0               0               0               1
                  323               1               0               0               1              29               0   5.69102679E+00   4.21308796E+00   4.72185486E+00               0               0               0               2
                  323               1               0               0               1              30               0   1.16425629E+01  -5.20840010E+00   6.18982371E+00               0               0               0               1
                  323               1               0               0               1              31               0   6.70201314E+00   2.74278782E+00   6.20817642E+00               0               0               0               1
                  323               1               0               0               1              32               0   9.66379344E+00  -1.16519872E+01   8.69114937E+00               0               0               0               2
                  323               1               0               0               1              33               0   5.69797106E+00   1.74410274E+00   8.18679704E+00               0               0               0               1
                  324               1               0               0               1               1               0   7.67550044E+00  -4.20941741E+00  -1.26544421E+01               0               0               1               0
                  324               1               0               0               1               2               0   8.44234614E+00  -8.93504202E+00  -1.14168741E+01               0               0               2               0
                  324               1               0               0               1               3               0   2.97596645E+00  -2.98266271E+00  -1.13945533E+01               0               0               2               0
                  324               1               0               0               1               4               0   9.16841906E+00  -7.69474599E+00  -8.17608303E+00               0               0               1               0
                  324               1               0               0               1               5               0   2.47399501E+00  -3.48389012E+00  -5.95426419E+00               0               0               2               0
                  324               1               0               0               1               6               0  -3.24942184E+00   1.74459876E+00  -6.70637811E+00               0               0               1               0
                  324               1               0               0               1               7               0  -4.18322760E+00  -2.21700746E+00  -3.73155251E+00               0               0               1               0
                  324               1               0               0               1               8               0   4.21169910E+00   5.20899532E+00  -2.22047959E+00               0               0               1               0
                  324               1               0               0               1               9               0   6.67939467E+00  -3.23206117E+00   2.20728548E+00               0               0               1               0
                  324               1               0               0               1              10               0  -1.71533363E+00  -6.70885821E+00  -1.11485277E+01               0               0               0               1
                  324               1               0               0               1              11               0   1.74648363E+00  -5.20720965E+00  -1.06604448E+01               0               0               0               1
                  324               1               0               0               1              12               0  -1.25820233E+00  -7.18781436E+00  -7.69395236E+00               0               0               0               1
                  324               1               0               0               1              13               0   4.22032984E+00  -7.67510363E+00  -6.20043852E+00               0               0               0               1
                  324               1               0               0               1              14               0   5.70749463E+00  -6.19904967E+00  -5.69965753E+00               0               0               0               1
                  324               1               0               0               1              15               0   5.70680020E+00  -1.23439340E+00  -4.69898837E+00               0               0               0               1
                  324               1               0               0               1              16               0   2.23228485E+00  -6.68956306E+00  -3.69896405E+00               0               0               0               2
                  324               1               0               0               1              17               0   8.16378175E+00  -4.70424618E+00  -3.19317326E+00               0               0               0               1
                  324               1               0               0               1              18               0   6.21254139E+00  -1.74082902E+00  -2.22643182E+00               0               0               0               1
                  324               1               0               0               1              19               0   9.65253381E+00  -2.23714584E+00  -1.71850815E+00               0               0               0               1
                  324               1               0               0               1              20               0   6.69774738E+00  -1.23915519E+00   2.47454063E-01               0               0               0               1
                  325               1               0               0               1               1               0  -5.71275243E+00   5.20611841E+00  -4.23064704E+00               0               0               1               0
                  325               1               0               0               1               2               0  -5.85725936E+00  -4.88932748E+00   9.17437129E-01               0               0               3               0
                  325               1               0               0               1               3               0  -9.19212878E+00  -2.58961709E-01   1.23548465E+00               0               0               1               0
                  325               1               0               0               1               4               0  -2.99992418E+00   1.99260837E+00   4.92423070E-01               0               0               2               0
                  325               1               0               0               1               5               0  -1.04109472E+01   1.47947649E+00   3.44768072E+00               0               0               2               0
                  325               1               0               0               1               6               0  -1.41544041E+01   2.71868128E+00   4.20336598E+00               0               0               1               0
                  325               1               0               0               1               7               0   1.47436750E+00   5.47114148E+00   4.44586977E+00               0               0               2               0
                  325               1               0               0               1               8               0  -5.70937950E+00  -6.72254834E+00   4.69184570E+00               0               0               1               0
                  325               1               0               0               1               9               0  -1.01545052E+01   1.56037723E+01   8.18917794E+00               0               0               1               0
                  325               1               0               0               1              10               0  -3.21112915E+00  -2.23377291E+00   1.11604322E+01               0               0               1               0
                  325               1               0               0               1              11               0   2.22325730E+00  -1.72942057E+00   1.06733413E+01               0               0               1               0
                  325               1               0               0               1              12               0  -1.28781467E+01  -5.08087356E-01   1.09015102E+01               0               0               2               0
                  325               1               0               0               1              13               0   2.16770315E-01   2.38555478E-01   1.06683811E+01               0               0               1               0
                  325               1               0               0               1              14               0  -1.66186276E+01   7.19723872E+00   1.36673133E+01               0               0               1               0
                  325               1               0               0               1              15               0  -8.17618223E+00   3.69851763E+00   1.61573297E+01               0               0               1               0
                  325               1               0               0               1              16               0  -1.31603817E+01   6.69883862E+00   1.80977569E+01               0               0               1               0
                  325               1               0               0               1              17               0   2.46521547E-01   2.62721534E-01  -2.44924365E-01               0               0               0               1
                  325               1               0               0               1              18               0  -7.17392582E+00   7.58413370E-01   1.24500821E+00               0               0               0               1
                  325               1               0               0               1              19               0  -1.22149690E+00   7.69216669E+00   2.21115443E+00               0               0               0               1
                  325               1               0               0               1              20               0  -1.01872425E+01  -1.24927398E+00   3.22392645E+00               0               0               0               1
                  325               1               0               0               1              21               0  -7.55214047E-01  -7.18652471E-01   4.23134146E+00               0               0               0               2
                  325               1               0               0               1              22               0  -5.71582775E+00   2.23059838E+00   3.71786238E+00               0               0               0               1
                  325               1               0               0               1              23               0  -7.70258309E+00  -2.71729243E+00   5.70441931E+00               0               0               0               1
                  325               1               0               0               1              24               0  -1.23915519E+00   7.65833818E-01   5.21514596E+00               0               0               0               1
                  325               1               0               0               1              25               0   1.73051182E+00  -8.17985277E+00   7.20279414E+00               0               0               0               1
                  325               1               0               0               1              26               0  -6.20182737E+00  -7.20239732E+00   7.15686276E+00               0               0               0               1
                  325               1               0               0               1              27               0  -8.19661822E+00  -2.40559396E-01   6.20658916E+00               0               0               0               1
                  325               1               0               0               1              28               0   2.73544673E+00  -8.20266966E+00   8.16338494E+00               0               0               0               1
                  325               1               0               0               1              29               0  -5.70074877E+00  -4.71565462E+00   8.17643024E+00               0               0               0               2
                  325               1               0               0               1              30               0  -7.68909137E+00  -2.73008973E+00   8.69898648E+00               0               0               0               1
                  325               1               0               0               1              31               0  -1.01793062E+01   3.71200935E+00   8.17925755E+00               0               0               0               1
                  325               1               0               0               1              32               0   2.35500000E-01  -7.68790092E+00   9.65868444E+00               0               0               0               1
                  325               1               0               0               1              33               0  -7.17194174E+00  -2.22226526E+00   1.01693858E+01               0               0               0               1
                  325               1               0               0               1              34               0  -9.67991407E+00   5.21107860E+00   9.66622394E+00               0               0               0               1
                  325               1               0               0               1              35               0  -5.20036459E+00  -3.20478011E+00   1.21514786E+01               0               0               0               1
                  325               1               0               0               1              36               0  -1.41256350E+01   6.70439404E+00   1.51107292E+01               0               0               0               1
                  326               1               0               0               1               1               0   1.89330532E+00  -6.36650575E+00  -2.89430515E+00               0               0               3               0
                  326               1               0               0               1               2               0  -5.72773221E+00  -7.68075825E+00  -2.23168962E+00               0               0               1               0
                  326               1               0               0               1               3               0  -9.68546948E+00  -8.65622962E+00   7.18840958E-01               0               0               1               0
                  326               1               0               0               1               4               0  -1.81106534E+01  -5.19798370E+00   2.22762227E-01               0               0               1               0
                  326               1               0               0               1               5               0  -1.25455658E+01  -2.12618634E+00   2.35559522E+00               0               0               4               0
                  326               1               0               0               1               6               0  -9.68388222E+00   2.69308669E-01   3.71935044E+00               0               0               1               0
                  326               1               0               0               1               7               0  -1.86129555E+01   2.55367223E+00   4.06203357E+00               0               0               3               0
                  326               1               0               0               1               8               0  -3.22724978E+00  -7.19619708E-01   7.68884336E+00               0               0               2               0
                  326               1               0               0               1               9               0  -1.65987868E+01   4.22350436E+00   9.68021168E+00               0               0               1               0
                  326               1               0               0               1              10               0  -3.15071401E+01  -1.46395109E+01   2.25579616E+01               0               0               1               0
                  326               1               0               0               1              11               0   7.46652755E-01  -5.69787186E+00  -2.31055668E-01               0               0               0               2
                  326               1               0               0               1              12               0  -2.55539176E-01  -2.45093012E-01  -7.38334513E-01               0               0               0               1
                  326               1               0               0               1              13               0  -4.22568684E+00  -1.21653671E+01   1.25492860E+00               0               0               0               1
                  326               1               0               0               1              14               0   1.24788513E+00  -7.69940857E+00   7.49673512E-01               0               0               0               1
                  326               1               0               0               1              15               0   7.76220460E-01  -5.21861810E+00   1.24471060E+00               0               0               0               1
                  326               1               0               0               1              16               0  -7.56786427E-01  -4.72309491E+00   2.73008973E+00               0               0               0               1
                  326               1               0               0               1              17               0  -8.68688361E+00  -2.71391950E+00   1.73725768E+00               0               0               0               1
                  326               1               0               0               1              18               0  -5.71086756E+00  -7.60625616E-01   1.76344749E+00               0               0               0               1
                  326               1               0               0               1              19               0  -2.69397953E+00  -9.68348540E+00   3.69960887E+00               0               0               0               1
                  326               1               0               0               1              20               0  -1.31693100E+01  -3.22283521E+00   3.21896626E+00               0               0               0               1
                  326               1               0               0               1              21               0  -7.66741533E+00  -3.22531530E+00   3.21673417E+00               0               0               0               2
                  326               1               0               0               1              22               0  -1.16663718E+01  -3.68314103E+00   6.69358082E+00               0               0               0               1
                  326               1               0               0               1              23               0  -1.06783015E+01   2.81213130E-01   6.69060470E+00               0               0               0               1
                  326               1               0               0               1              24               0  -1.51434664E+01  -2.20480538E+00   8.20465373E+00               0               0               0               1
                  326               1               0               0               1              25               0  -1.16524833E+01  -1.73209908E+00   7.69286111E+00               0               0               0               1
                  326               1               0               0               1              26               0  -1.31405409E+01  -1.22844117E+00   8.15802793E+00               0               0               0               1
                  327               1               0               0               1               1               0   1.80937887E+01   1.11624163E+01  -5.20849930E+00               0               0               1               0
                  327               1               0               0               1               2               0   1.36127512E+01   7.41409832E-01  -3.68651396E+00               0               0               1               0
                  327               1               0               0               1               3               0   9.68487426E+00   1.16554594E+01  -3.70823961E+00               0               0               1               0
                  327               1               0               0               1               4               0   4.31741072E+00  -7.00192620E+00  -9.35301757E-01               0               0               5               0
                  327               1               0               0               1               5               0   9.66602553E+00  -7.16975926E+00  -2.71481233E+00               0               0               1               0
                  327               1               0               0               1               6               0   4.72795590E+00   5.71195880E+00  -2.73862126E+00               0               0               1               0
                  327               1               0               0               1               7               0   4.23451599E+00   6.22414824E+00  -1.24113926E+00               0               0               1               0
                  327               1               0               0               1               8               0   1.21752875E+01   1.41424997E+01   7.67708770E-01               0               0               1               0
                  327               1               0               0               1               9               0   5.21574119E+00  -9.66562871E+00   2.72959371E+00               0               0               1               0
                  327               1               0               0               1              10               0   4.20733413E+00   6.20371225E+00   1.74955895E+00               0               0               1               0
                  327               1               0               0               1              11               0   1.01718659E+01   9.68155093E+00   5.21906451E+00               0               0               2               0
                  327               1               0               0               1              12               0   7.18694632E+00  -7.49799997E-01   6.69866501E+00               0               0               4               0
                  327               1               0               0               1              13               0   1.22238974E+00  -9.68318779E+00   1.26385694E+01               0               0               1               0
                  327               1               0               0               1              14               0   1.06614369E+01  -8.18268008E+00  -6.17960571E+00               0               0               0               2
                  327               1               0               0               1              15               0   5.21980854E+00  -1.75878491E+00  -5.21722924E+00               0               0               0               1
                  327               1               0               0               1              16               0   3.21807342E+00  -5.70233603E+00  -3.20299444E+00               0               0               0               1
                  327               1               0               0               1              17               0   4.68797675E+00  -2.23545937E+00  -3.71726716E+00               0               0               0               1
                  327               1               0               0               1              18               0   6.20212498E+00  -1.73190067E+00  -3.18741944E+00               0               0               0               1
                  327               1               0               0               1              19               0   4.71644825E+00  -1.22060407E+00  -1.75332870E+00               0               0               0               1
                  327               1               0               0               1              20               0   7.69474599E+00   2.72205421E+00  -1.74201946E+00               0               0               0               1
                  327               1               0               0               1              21               0   3.48443574E+00   9.78050676E-01  -9.82202357E-01               0               0               0               2
                  327               1               0               0               1              22               0   9.65957728E+00   7.52897637E-01  -7.30775180E-01               0               0               0               1
                  327               1               0               0               1              23               0   8.69343106E+00   3.71210856E+00  -7.29624416E-01               0               0               0               1
                  327               1               0               0               1              24               0   4.21348477E+00  -7.43810565E-01   7.69940857E-01               0               0               0               1
                  327               1               0               0               1              25               0   7.23642424E-01   1.26066754E+00   2.55137400E-01               0               0               0               2
                  327               1               0               0               1              26               0   9.13994755E+00   9.17347845E+00   7.61200998E-01               0               0               0               1
                  327               1               0               0               1              27               0   9.20234677E+00  -5.72931947E+00   2.69675723E+00               0               0               0               1
                  327               1               0               0               1              28               0   2.73663718E+00   2.71689561E+00   2.25033995E+00               0               0               0               1
                  327               1               0               0               1              29               0   7.68651207E+00  -5.19679325E+00   4.19890181E+00               0               0               0               1
                  327               1               0               0               1              30               0   7.21192089E+00  -3.70863642E+00   4.71902755E+00               0               0               0               1
                  327               1               0               0               1              31               0   7.16420384E+00  -7.54028561E-01   6.69735056E+00               0               0               0               1
                  328               1               0               0               1               1               0   3.72500505E+00  -1.41504360E+01  -2.73971250E+00               0               0               1               0
                  328               1               0               0               1               2               0   1.36328399E+01   1.25115885E+00   2.49113247E+00               0               0               4               0
                  328               1               0               0               1               3               0   2.05728927E+01  -4.23352395E+00   4.21943700E+00               0               0               1               0
                  328               1               0               0               1               4               0   8.67577278E+00  -2.24805826E-01   5.22228864E+00               0               0               1               0
                  328               1               0               0               1               5               0  -4.69958360E+00   6.19567673E+00   5.70729622E+00               0               0               1               0
                  328               1               0               0               1               6               0   1.86076646E+01  -6.20688677E+00   7.18146531E+00               0               0               1               0
                  328               1               0               0               1               7               0   1.26177366E+01  -1.24520662E+00   6.20549791E+00               0               0               1               0
                  328               1               0               0               1               8               0   1.11653924E+01  -8.67636800E+00   8.68351068E+00               0               0               1               0
                  328               1               0               0               1               9               0   7.68571844E+00  -5.70962751E+00   8.66729085E+00               0               0               2               0
                  328               1               0               0               1              10               0   1.90897953E+01  -1.71672248E+00   1.06594528E+01               0               0               1               0
                  328               1               0               0               1              11               0   9.66255339E+00  -2.82393656E-01  -2.72135979E+00               0               0               0               1
                  328               1               0               0               1              12               0   1.50978327E+01  -1.73447997E+00  -1.23221092E+00               0               0               0               1
                  328               1               0               0               1              13               0   1.85888159E+01  -2.24270125E+00  -7.44683559E-01               0               0               0               1
                  328               1               0               0               1              14               0   1.36187034E+01  -1.23032605E+00  -7.48671553E-01               0               0               0               1
                  328               1               0               0               1              15               0   1.24480981E+00   1.24897637E+00  -2.54328889E-01               0               0               0               1
                  328               1               0               0               1              16               0   2.23625300E+00   2.46471945E-01  -1.23399659E+00               0               0               0               1
                  328               1               0               0               1              17               0   1.61057437E+01  -2.77235056E+00   7.31489448E-01               0               0               0               1
                  328               1               0               0               1              18               0   1.46107418E+01  -1.27645583E+00   1.24352016E+00               0               0               0               1
                  328               1               0               0               1              19               0   5.17199229E+00   1.23121888E+00   7.44594275E-01               0               0               0               1
                  328               1               0               0               1              20               0   7.21301213E+00   1.23816315E+00   3.75764312E+00               0               0               0               1
                  328               1               0               0               1              21               0   1.95917667E+01   1.72426197E+00   6.21065651E+00               0               0               0               1
                  328               1               0               0               1              22               0   1.76027297E+01  -3.23394604E+00   8.21189561E+00               0               0               0               1
                  328               1               0               0               1              23               0   8.69035574E+00   3.70675155E+00   8.19969354E+00               0               0               0               1
                  328               1               0               0               1              24               0   1.11485277E+01   1.22348098E+00   9.67763238E+00               0               0               0               1
                  329               1               0               0               1               1               0   3.22422406E+00   7.20299254E+00  -2.23645141E+00               0               0               1               0
                  329               1               0               0               1               2               0  -6.19319664E+00   1.06634210E+01  -1.75451915E+00               0               0               1               0
                  329               1               0               0               1               3               0  -1.61265765E+01   8.66287628E+00  -7.49564388E-01               0               0               1               0
                  329               1               0               0               1               4               0  -4.71734108E+00   5.21167383E+00   7.27759383E-01               0               0               1               0
                  329               1               0               0               1               5               0   3.73323897E+00   1.36653292E+01   2.37384873E-01               0               0               1               0
                  329               1               0               0               1               6               0   1.74549160E+00  -5.20701125E+00   2.21542019E+00               0               0               1               0
                  329               1               0               0               1               7               0  -7.19942121E+00   1.06663971E+01   2.23893151E+00               0               0               1               0
                  329               1               0               0               1               8               0   2.55400291E-01   1.61166561E+01   1.73547201E+00               0               0               1               0
                  329               1               0               0               1               9               0  -1.24897637E+00   6.71986983E+00   5.19798370E+00               0               0               1               0
                  329               1               0               0               1              10               0  -9.67406104E+00  -2.73524833E+00   6.70082270E+00               0               0               1               0
                  329               1               0               0               1              11               0  -1.73170226E+00  -7.67431000E+00   8.67795526E+00               0               0               1               0
                  329               1               0               0               1              12               0  -2.73624036E+00   5.18588083E+00   7.68611525E+00               0               0               1               0
                  329               1               0               0               1              13               0  -9.19649374E+00   3.68125616E+00   9.17704979E+00               0               0               1               0
                  329               1               0               0               1              14               0   8.22727221E+00   6.18903008E+00   9.68943763E+00               0               0               1               0
                  329               1               0               0               1              15               0  -7.20110767E+00   1.16455390E+01   9.15800265E+00               0               0               1               0
                  329               1               0               0               1              16               0  -6.21953526E+00   8.17360293E+00   1.11584481E+01               0               0               2               0
                  329               1               0               0               1              17               0   2.46521547E-01   2.62721534E-01  -2.44924365E-01               0               0               0               1
                  329               1               0               0               1              18               0  -1.22000885E+00   9.67713636E+00  -7.31122394E-01               0               0               0               1
                  329               1               0               0               1              19               0   2.46000727E+00   1.24089125E+01   4.94317863E-01               0               0               0               2
                  329               1               0               0               1              20               0  -4.71069443E+00   8.16596424E+00   1.74707886E+00               0               0               0               1
                  329               1               0               0               1              21               0  -7.20219891E-03   7.95079110E+00   1.98521768E+00               0               0               0               2
                  329               1               0               0               1              22               0  -3.21668457E+00   4.69184570E+00   5.24451030E+00               0               0               0               1
                  329               1               0               0               1              23               0  -2.22355491E+00  -2.21303930E-01   6.20897005E+00               0               0               0               1
